POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;ECM Participant Id;ECM Team Id;ECM Category Id;ECM Car Id;ECM Brand Id;ECM Country Id;*Extra 7;*Extra 8;*Extra 9;Sort Key;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_ECM Driver Id;DRIVER1_ECM Country Id;DRIVER1_*Extra 3;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_ECM Driver Id;DRIVER2_ECM Country Id;DRIVER2_*Extra 3;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_ECM Driver Id;DRIVER3_ECM Country Id;DRIVER3_*Extra 3;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_ECM Driver Id;DRIVER4_ECM Country Id;DRIVER4_*Extra 3;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_ECM Driver Id;DRIVER5_ECM Country Id;DRIVER5_*Extra 3;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_ECM Driver Id;DRIVER6_ECM Country Id;DRIVER6_*Extra 3;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
11;007;4;3:28.800;+2.260;+0.145;234.9;4;Aston Martin Thor Team;HYPERCAR;;;Aston Martin Valkyrie;M;107137;6427;;6273;260;;;;ASTON MARTIN;;Harry;TINCKNELL;P;;GBR;;303;;;01:00:00;None;Tom;GAMBLE;G;;GBR;;9549;;;01:00:00;None;Ross;GUNN;P;;GBR;;8402;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
12;15;5;3:28.919;+2.379;+0.119;234.8;5;BMW M Team WRT;HYPERCAR;;;BMW M Hybrid V8;M;107128;6359;;6276;4354;;;;BMW M TEAM WRT;;Kevin;MAGNUSSEN;P;;DEN;;10211;;;01:00:00;None;Raffaele;MARCIELLO;P;;SUI;;44013;;;01:00:00;None;Dries;VANTHOOR;P;;BEL;VAT;8292;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
13;009;3;3:28.941;+2.401;+0.022;234.8;4;Aston Martin Thor Team;HYPERCAR;;;Aston Martin Valkyrie;M;107125;6427;;6273;260;;;;ASTON MARTIN;;Alex;RIBERAS;G;;ESP;;10376;;;01:00:00;None;Marco;SØRENSEN;P;;DEN;;7812;;;01:00:00;None;Roman;DE ANGELIS;G;;CAN;DAN;44006;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
14;101;4;3:30.964;+4.424;+2.023;232.5;4;Cadillac WTR;HYPERCAR;;;Cadillac V-Series.R;M;107174;7457;;6203;4097;;;;CADILLAC WTR;;Ricky;TAYLOR;P;;USA;RTA;253;;;01:00:00;None;Jordan;TAYLOR;P;;USA;JTA;181;;;01:00:00;None;Filipe;ALBUQUERQUE;P;;POR;;306;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
15;12;4;3:31.801;+5.261;+0.837;231.6;4;Cadillac Hertz Team Jota;HYPERCAR;;;Cadillac V-Series.R;M;107123;6429;;6203;4097;;;;CADILLAC HTJ;;Louis;DELÉTRAZ;G;;SUI;;9621;;;01:00:00;None;Will;STEVENS;P;;GBR;;1882;;;01:00:00;None;Norman;NATO;G;;FRA;;9032;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
16;17;4;3:35.681;+9.141;+3.880;227.4;4;Genesis Magma Racing;HYPERCAR;;;Genesis GMR-001-Hypercar;M;107130;7119;;6291;4452;;;;GENESIS MAGMA;;André;LOTTERER;P;;GER;;7;;;01:00:00;None;Luis Felipe;DERANI;P;;BRA;;524;;;01:00:00;None;Mathys;JAUBERT;S;;FRA;;10748;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
17;4;4;3:37.111;+10.571;+1.430;225.9;5;Crowdstrike Racing by APR;LMP2;P/A;;Oreca 07 - Gibson;G;107160;6347;;5626;256;;;;CROWDSTRIKE APR;;George;KURTZ;B;;USA;;11041;;;06:00:00;14:00:00;Alexander;QUINN;G;;GBR;;11463;;;01:00:00;None;Laurin;HEINRICH;G;;GER;HEN;11381;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
18;14;4;3:37.120;+10.580;+0.009;225.9;4;TDS Racing;LMP2;P/A;;Oreca 07 - Gibson;G;107163;6350;;5626;256;;;;TDS RACING;;Tobias;LUTKE;B;;CAN;;12087;;;06:00:00;14:00:00;Mathias;BECHE;G;;SUI;;151;;;01:00:00;None;Kévin;ESTRE;P;;FRA;;1292;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
19;28;3;3:38.067;+11.527;+0.947;224.9;5;IDEC SPORT;LMP2;;;Oreca 07 - Gibson;G;107168;522;;5626;256;;;;IDEC SPORT;;Paul;LAFARGUE;S;;FRA;;1552;;;06:00:00;14:00:00;Valerio;RINICELLA;S;;ITA;;11664;;;06:00:00;14:00:00;Job;VAN UITERT;G;;NED;VUI;8984;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
20;29;3;3:38.358;+11.818;+0.291;224.6;4;Forestier Racing by Panis;LMP2;;;Oreca 07 - Gibson;G;107164;7466;;5626;256;;;;FORESTIERRACING;;Louis;ROUSSET;S;;FRA;;10417;;;06:00:00;14:00:00;Esteban;MASSON;G;;FRA;;11272;;;01:00:00;None;Oliver;GRAY;G;;GBR;;11468;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
21;26;4;3:38.786;+12.246;+0.428;224.2;4;Vector Sport;LMP2;;;Oreca 07 - Gibson;G;107158;6154;;5626;256;;;;VECTOR SPORT;;Ryan;CULLEN;S;;IRL;;492;;;06:00:00;14:00:00;Vladislav;LOMKO;G;;GRN;;10868;;;01:00:00;None;Pietro;FITTIPALDI;P;;BRA;;9171;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
22;343;3;3:39.509;+12.969;+0.723;223.5;4;Inter Europol Competition;LMP2;;;Oreca 07 - Gibson;G;107183;402;;5626;256;;;;INTER EUROPOL;;Bijoy;GARG;S;;USA;;10912;;;06:00:00;14:00:00;Reshad;DE GÉRUS;G;;FRA;DGE;10416;;;01:00:00;None;Nico;MÜLLER;P;;SUI;;11039;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
23;22;2;3:39.795;+13.255;+0.286;223.2;4;United Autosports;LMP2;;;Oreca 07 - Gibson;G;107167;532;;5626;256;;;;UNITED;;Rasmus;LINDH;S;;SWE;;11623;;;06:00:00;14:00:00;Grégoire;SAUCY;G;;SUI;;11255;;;01:00:00;None;Mikkel;JENSEN;P;;DEN;JSN;8276;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
24;30;3;3:40.659;+14.119;+0.864;222.3;4;Duqueine Team;LMP2;;;Oreca 07 - Gibson;G;107161;5981;;5626;256;;;;DUQUEINE TEAM;;Doriane;PIN;S;;FRA;;10112;;;06:00:00;14:00:00;Julien;ANDLAUER;G;;FRA;;9192;;;01:00:00;None;Richard;VERSCHOOR;G;;NED;;43064;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
25;9;3;3:40.814;+14.274;+0.155;222.1;4;Proton Competition;LMP2;;;Oreca 07 - Gibson;G;107169;45;;5626;256;;;;PROTON;;Jonas;RIED;S;;GER;;10879;;;06:00:00;14:00:00;Kakunoshin;OHTA;G;;JPN;;44204;;;01:00:00;None;Harry;KING;G;;GBR;;44150;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
26;37;3;3:41.505;+14.965;+0.691;221.5;4;CLX Motorsport;LMP2;;;Oreca 07 - Gibson;G;107165;7467;;5626;256;;;;CLX MOTORSPORT;;Adrien;CLOSMENIL;S;;FRA;;11356;;;06:00:00;14:00:00;Ian;AGUILERA;S;;MEX;;11035;;;06:00:00;14:00:00;Theodor;JENSEN;S;;DEN;TJE;11626;;;06:00:00;14:00:00;;;;;;;;;;;;;;;;;;;
27;48;3;3:41.550;+15.010;+0.045;221.4;4;RD Limited;LMP2;P/A;;Oreca 07 - Gibson;G;107159;7465;;5626;256;;;;RD LIMITED;;Fred;POORDAD;B;;USA;;10335;;;06:00:00;14:00:00;Tristan;VAUTIER;G;;FRA;;44136;;;01:00:00;None;Romain;DUMAS;P;;FRA;;44135;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
28;183;3;3:41.599;+15.059;+0.049;221.4;4;AF Corse;LMP2;P/A;;Oreca 07 - Gibson;G;107181;16;;5626;256;;;;AF CORSE;;François;PERRODO;B;;FRA;;260;;;06:00:00;14:00:00;Matthieu;VAXIVIERE;G;;FRA;;7798;;;01:00:00;None;Ben;BARNICOAT;P;;GBR;BAN;9429;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
29;222;4;3:41.631;+15.091;+0.032;221.3;4;United Autosports;LMP2;P/A;;Oreca 07 - Gibson;G;107182;532;;5626;256;;;;UNITED;;Daniel;SCHNEIDER;B;;BRA;;9601;;;06:00:00;14:00:00;Benjamin;HANLEY;G;;GBR;HLY;1972;;;01:00:00;None;Oliver;JARVIS;P;;GBR;;93;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
30;99;4;3:43.847;+17.307;+2.216;219.1;4;AO by TF;LMP2;P/A;;Oreca 07 - Gibson;G;107184;6369;;5626;256;;;;AO BY TF;;PJ;HYETT;B;;USA;HYE;10826;;;06:00:00;14:00:00;James;ALLEN;G;;AUS;;8384;;;01:00:00;None;Dane;CAMERON;P;;USA;;10328;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
31;43;2;3:48.016;+21.476;+4.169;215.1;4;Inter Europol Competition;LMP2;;;Oreca 07 - Gibson;G;107166;402;;5626;256;;;;INTER EUROPOL;;Jakub;SMIECHOWSKI;S;;POL;;1670;;;06:00:00;14:00:00;Tom;DILLMANN;G;;FRA;;1352;;;01:00:00;None;Nicholas;YELLOLY;P;;GBR;;8790;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
32;3;4;3:48.050;+21.510;+0.034;215.1;4;DKR Engineering;LMP2;P/A;;Oreca 07 - Gibson;G;107171;49;;5626;256;;;;DKR ENGINEERING;;John;FARANO;B;;CAN;;8360;;;06:00:00;14:00:00;Sebastian;ALVAREZ;S;;MEX;;10425;;;06:00:00;14:00:00;Renger;VAN DER ZANDE;P;;NED;VDZ;1920;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
33;25;3;3:48.512;+21.972;+0.462;214.7;4;Algarve Pro Racing;LMP2;P/A;;Oreca 07 - Gibson;G;107162;92;;5626;256;;;;APR;;Michael;JENSEN;B;;DEN;;9543;;;06:00:00;14:00:00;Enzo;TRULLI;S;;ITA;;12126;;;06:00:00;14:00:00;Jake;HUGHES;G;;GBR;;44140;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
34;33;2;3:54.825;+28.285;+6.313;208.9;4;TF Sport;LMGT3;;;Corvette Z06 LMGT3.R;G;107147;364;;6244;4230;;;;TF SPORT;;Ben;KEATING;B;;USA;;1312;;;06:00:00;14:00:00;Jonny;EDGAR;S;;GBR;;11280;;;06:00:00;14:00:00;Nicky;CATSBURG;P;;NED;;9020;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
35;2;3;3:54.954;+28.414;+0.129;208.8;4;TF Sport;LMGT3;;;Corvette Z06 LMGT3.R;G;107146;364;;6244;4230;;;;TF SPORT;;Prince Jefri;IBRAHIM;B;;MAS;;11218;;;06:00:00;14:00:00;Lorcan;HANAFIN;S;;GBR;;10851;;;06:00:00;14:00:00;Ben;GREEN;P;;GBR;;44069;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
36;61;2;3:55.493;+28.953;+0.539;208.3;4;Iron Lynx;LMGT3;;;Mercedes-AMG LMGT3;G;107141;7459;;6272;4314;;;;IRON LYNX;;Martin;BERRY;B;;AUS;;10878;;;06:00:00;14:00:00;Rui;ANDRADE;S;;ANG;ANR;9873;;;06:00:00;14:00:00;Maxime;MARTIN;P;;BEL;MTN;157;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
37;57;4;3:55.737;+29.197;+0.244;208.1;4;Kessel Racing;LMGT3;;;Ferrari 296 LMGT3 Evo;G;107139;120;;6289;3;;;;KESSEL RACING;;Takeshi;KIMURA;B;;JPN;;9416;;;06:00:00;14:00:00;Conrad;LAURSEN;S;;DEN;;10866;;;06:00:00;14:00:00;Daniel;SERRA;P;;BRA;;500;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
38;74;4;3:55.828;+29.288;+0.091;208.0;4;Kessel Racing;LMGT3;;;Ferrari 296 LMGT3 Evo;G;107140;120;;6289;3;;;;KESSEL RACING;;Dustin;BLATTNER;B;;USA;;11628;;;06:00:00;14:00:00;Lorenzo;PATRESE;S;;ITA;;11261;;;06:00:00;14:00:00;Dennis;MARSCHALL;P;;GER;MSL;11288;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
39;92;3;3:56.489;+29.949;+0.661;207.4;4;The Bend Manthey;LMGT3;;;Porsche 911 GT3 R LMGT3;G;107173;7241;;6250;4368;;;;THEBEND MANTHEY;;Yasser;SHAHIN;B;;AUS;;43994;;;06:00:00;14:00:00;Riccardo;PERA;S;;ITA;ERA;43995;;;06:00:00;14:00:00;Richard;LIETZ;P;;AUT;;66;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
40;91;4;3:56.626;+30.086;+0.137;207.3;4;Manthey DK Engineering;LMGT3;;;Porsche 911 GT3 R LMGT3;G;107180;7240;;6250;4368;;;;MANTHEY DK ENG;;James;COTTINGHAM;B;;GBR;;8246;;;06:00:00;14:00:00;Timur;BOGUSLAVSKIY;S;;;;8872;;;06:00:00;14:00:00;Ayhancan;GÜVEN;P;;TUR;;10900;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
41;79;2;3:56.638;+30.098;+0.012;207.3;4;Iron Lynx;LMGT3;;;Mercedes-AMG LMGT3;G;107142;7460;;6272;4314;;;;IRON LYNX;;Johannes;ZELGER;B;;ITA;;11597;;;06:00:00;14:00:00;Matteo;CRESSONI;S;;ITA;;338;;;06:00:00;14:00:00;Lin;HODENIUS;S;;NED;;11868;;;06:00:00;14:00:00;;;;;;;;;;;;;;;;;;;
42;58;2;3:57.137;+30.597;+0.499;206.9;3;Garage 59;LMGT3;;;McLaren 720S LMGT3 Evo;G;107150;5770;;6249;60;;;;GARAGE 59;;Alexander;WEST;B;;SWE;;8800;;;06:00:00;14:00:00;Finn;GEHRSITZ;S;;GER;;10113;;;06:00:00;14:00:00;Benjamin;GOETHE;G;;DEN;;10156;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
43;54;3;3:57.290;+30.750;+0.153;206.7;4;Vista AF Corse;LMGT3;;;Ferrari 296 LMGT3 Evo;G;107151;7463;;6289;3;;;;VISTA AF CORSE;;Thomas;FLOHR;B;;SUI;;454;;;06:00:00;14:00:00;Francesco;CASTELLACCI;S;;MON;;456;;;06:00:00;14:00:00;Davide;RIGON;P;;ITA;;266;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
44;34;2;3:57.308;+30.768;+0.018;206.7;4;Racing Team Turkey by TF;LMGT3;;;Corvette Z06 LMGT3.R;G;107138;7458;;6244;4230;;;;RTT BY TF;;Peter;DEMPSEY;B;;IRL;;43215;;;06:00:00;14:00:00;Salih;YOLUÇ;S;;TUR;;1346;;;06:00:00;14:00:00;Charlie;EASTWOOD;G;;IRL;;9016;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
45;32;2;3:57.606;+31.066;+0.298;206.4;3;Team WRT;LMGT3;;;BMW M4 LMGT3 Evo;G;107155;5518;;6290;4354;;;;TEAM WRT;;Darren;LEUNG;B;;GBR;;11277;;;06:00:00;14:00:00;Sean;GELAEL;S;;INA;;1968;;;06:00:00;14:00:00;Augusto;FARFUS;P;;BRA;FAF;9022;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
46;69;3;3:57.718;+31.178;+0.112;206.3;4;Team WRT;LMGT3;;;BMW M4 LMGT3 Evo;G;107156;5518;;6290;4354;;;;TEAM WRT;;Anthony;MCINTOSH;B;;USA;MCI;11538;;;06:00:00;14:00:00;Parker;THOMPSON;S;;CAN;;11770;;;06:00:00;14:00:00;Daniel;HARPER;P;;GBR;HAP;44122;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
47;77;3;3:58.210;+31.670;+0.492;205.9;4;Proton Competition;LMGT3;;;Ford Mustang LMGT3;G;107153;45;;6246;268;;;;PROTON;;Eric;POWELL;B;;USA;;44100;;;06:00:00;14:00:00;Ben;TUCK;S;;GBR;;10972;;;06:00:00;14:00:00;Sebastian;PRIAULX;G;;GBR;;10539;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
48;88;4;3:58.955;+32.415;+0.745;205.3;4;Proton Competition;LMGT3;;;Ford Mustang LMGT3;G;107178;45;;6246;268;;;;PROTON;;Stefano;GATTUSO;B;;ITA;;11678;;;06:00:00;14:00:00;Giammarco;LEVORATO;S;;ITA;;11147;;;06:00:00;14:00:00;Logan;SARGEANT;P;;USA;;10110;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
49;62;2;4:00.734;+34.194;+1.779;203.8;3;Team Qatar by Iron Lynx;LMGT3;;;Mercedes-AMG LMGT3;G;107145;7461;;6272;4314;;;;TEAM QATAR IL;;Abdulla;AL-KHELAIFI;B;;QAT;ALK;11855;;;06:00:00;14:00:00;Julian;HANSES;S;;GER;;44065;;;06:00:00;14:00:00;Giuliano;ALESI;G;;FRA;;44066;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
50;10;0;;;;;3;Garage 59;LMGT3;;;McLaren 720S LMGT3 Evo;G;107149;5770;;6249;60;;;;GARAGE 59;;Antares;AU;B;;HKG;AU;44076;;;06:00:00;14:00:00;Thomas;FLEMING;S;;GBR;;44077;;;06:00:00;14:00:00;Marvin;KIRCHHÖFER;P;;GER;;10411;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
51;13;0;;;;;0;13 Autosport;LMGT3;;;Corvette Z06 LMGT3.R;G;107148;7462;;6244;4230;;;;13 AUTOSPORT;;Orey;FIDANI;B;;CAN;;11536;;;06:00:00;14:00:00;Lars;KERN;S;;GER;;10529;;;06:00:00;14:00:00;Matthew;BELL;G;;GBR;;204;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
52;21;0;;;;;3;Vista AF Corse;LMGT3;;;Ferrari 296 LMGT3 Evo;G;107152;7464;;6289;3;;;;VISTA AF CORSE;;François;HÉRIAU;B;;FRA;;1630;;;06:00:00;14:00:00;Simon;MANN;S;;USA;;10161;;;06:00:00;14:00:00;Alessio;ROVERA;P;;ITA;;9837;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
53;23;0;;;;;3;Heart of Racing Team;LMGT3;;;Aston Martin Vantage AMR LMGT3;G;107143;6366;;6242;260;;;;HEART OF RACING;;Gray;NEWELL;B;;USA;;11466;;;06:00:00;14:00:00;Eduardo;BARRICHELLO;S;;BRA;;11849;;;06:00:00;14:00:00;Jonny;ADAM;P;;GBR;;194;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
54;24;0;;;;;3;Nielsen Racing;LMP2;;;Oreca 07 - Gibson;G;107172;5670;;5626;256;;;;NIELSEN RACING;;David;HEINEMEIER HANSSON;S;;DEN;;11046;;;06:00:00;14:00:00;Edward;PEARSON;S;;GBR;;43075;;;06:00:00;14:00:00;Jack;DOOHAN;P;;AUS;;43828;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
55;27;0;;;;;3;Heart of Racing Team;LMGT3;;;Aston Martin Vantage AMR LMGT3;G;107144;6366;;6242;260;;;;HEART OF RACING;;Ian;JAMES;B;;USA;;6531;;;06:00:00;14:00:00;Zacharie;ROBICHON;S;;CAN;;10636;;;06:00:00;14:00:00;Mattia;DRUDI;P;;ITA;;9323;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
56;44;0;;;;;4;Proton Competition;LMP2;P/A;;Oreca 07 - Gibson;G;107170;45;;5626;256;;;;PROTON;;Horst Jr;FELBERMAYR;B;;AUT;JFE;620;;;06:00:00;14:00:00;Horst Felix;FELBERMAYR;S;;AUT;FFE;10568;;;06:00:00;14:00:00;Lorenzo;FLUXA;G;;ESP;;11246;;;01:00:00;None;;;;;;;;;;;;;;;;;;;
